"Gene" "control diet" "LIDPAD_48weeks"
"519" "NEU4" 4.8042086246255 4.8042086246255
"520" "PDCD1" 4.8042086246255 5.46915356393888
"521" "SNORD30" 4.8042086246255 4.8042086246255
"522" "FAM174A" 6.6606905318198 6.56116224815313
"523" "ST8SIA4" 5.93979290451336 7.44699680963135
"524" "SLCO4C1" 4.8042086246255 4.8042086246255
"525" "SLCO6A1" 4.8042086246255 4.8042086246255
"526" "MACIR" 7.16184849670673 6.92092178495256
"527" "PPIP5K2" 9.30180723018988 9.14393579359795
"528" "GIN1" 6.23525166178056 6.19270534247235
"529" "PAM" 7.96514358084706 8.95434614707746
"530" "CDH20" 4.8042086246255 4.8042086246255
"531" "RNF152" 7.68166717576118 8.4560413123192
"532" "PIGN" 8.00806574863609 8.12340060971945
"533" "RELCH" 8.18859912860162 8.30465792572413
"534" "TNFRSF11A" 5.50004280587026 6.52262232882177
"535" "ZCCHC2" 7.98915056330299 8.02958958613512
"536" "PHLPP1" 8.06784398549333 7.77609845126873
"537" "BCL2" 5.61727536533934 6.58618953069483
"538" "KDSR" 7.68166717576118 8.20765947445569
"539" "VPS4B" 8.68582410103472 8.66477461908144
"540" "SERPINB5" 4.8042086246255 4.8042086246255
"541" "SERPINB12" 4.8042086246255 4.8042086246255
"542" "SERPINB13" 4.8042086246255 4.8042086246255
"543" "SERPINB4" 4.8042086246255 4.8042086246255
"544" "SERPINB11" 4.8042086246255 4.8042086246255
"545" "SERPINB7" 4.8042086246255 4.8042086246255
"546" "SERPINB2" 4.8042086246255 5.1388808441977
"547" "SERPINB10" 4.8042086246255 5.1388808441977
"548" "SERPINB8" 5.83597722423755 6.48280191020046
"549" "CDH7" 4.8042086246255 4.8042086246255
"550" "CDH19" 4.8042086246255 5.1388808441977
"551" "DSEL" 5.71829242314136 6.42753588264095
"552" "SNORA68B" 4.8042086246255 4.8042086246255
"553" "ZNF519" 4.8042086246255 4.8042086246255
"554" "TSN" 8.33757672289257 8.15075819207012
"555" "NIFK" 6.92500392682031 7.34733561272764
"556" "CLASP1" 7.76789339908584 8.08743038695254
"557" "TFCP2L1" 6.62172340710685 6.97668146693392
"558" "GLI2" 4.8042086246255 5.27645734958109
"559" "INHBB" 5.80804026478664 5.76431126353416
"560" "RALB" 6.52565731753995 7.15508377993179
"561" "TMEM185B" 6.43671443117409 6.52262232882177
"562" "RNU6-702P" 4.8042086246255 4.8042086246255
"563" "EPB41L5" 8.76520544412996 8.62095577637528
"564" "PTPN4" 7.78451684196985 7.94261218518297
"565" "TMEM177" 6.46711048325492 6.53560652240139
"566" "CFAP221" 4.8042086246255 4.8042086246255
"567" "SCTR" 5.05230885153046 4.8042086246255
"568" "TMEM37" 8.0723390953069 8.13909823967472
"569" "DBI" 11.5564157696365 10.8948251906988
"570" "STEAP3" 7.10875416967303 7.42763754458105
"571" "C1QL2" 4.8042086246255 4.8042086246255
"572" "MARCO" 6.3064707974739 5.38132291929405
"573" "EN1" 4.8042086246255 4.8042086246255
"574" "INSIG2" 10.9198810487263 9.76697662490009
"575" "CCDC93" 7.3327003284081 7.52181325468084
"576" "DDX18" 7.3173283487805 7.03886486467573
"577" "DPP10" 4.8042086246255 4.8042086246255
"578" "ACTR3" 9.01510118269527 9.60555217798204
"579" "SLC35F5" 8.4171856538643 8.4560413123192
"580" "GPR39" 5.77917395300072 5.91410950199526
"581" "LYPD1" 4.8042086246255 5.1388808441977
"582" "NCKAP5" 5.29859812308619 5.38132291929405
"583" "MGAT5" 7.50480161937437 7.63254643204547
"584" "TMEM163" 4.8042086246255 5.1388808441977
"585" "ACMSD" 7.35543707502623 6.38430120544605
"586" "CCNT2" 8.32261104562513 8.60417084097461
"587" "MAP3K19" 4.8042086246255 5.27645734958109
"588" "RAB3GAP1" 8.38515495501387 8.22245492486411
"589" "ZRANB3" 5.88935269877474 6.29260948654156
"590" "R3HDM1" 8.16777789643644 8.35246005478546
"591" "MIR128-1" 5.15464567659484 4.8042086246255
"592" "UBXN4" 9.33184468388017 9.16311146440629
"593" "LCT" 4.8042086246255 4.8042086246255
"594" "MCM6" 6.13913978970051 7.17872075284383
"595" "DARS1" 8.97278790721032 8.87041927694528
"596" "CXCR4" 5.4082548872665 6.1751242713118
"597" "THSD7B" 4.8042086246255 4.8042086246255
"598" "CD55" 4.8042086246255 5.04112230666939
"599" "RNU6-1263P" 4.8042086246255 4.8042086246255
"600" "C4BPA" 11.8024279297098 11.5231719133736
"601" "PFKFB2" 5.05230885153046 5.27645734958109
"602" "YOD1" 7.98915056330299 7.3610519835022
"603" "C1orf116" 5.61727536533934 5.79112197536837
"604" "FCAMR" 5.4082548872665 4.8042086246255
"605" "PIGR" 12.7658232926268 12.3934191772819
"606" "FCMR" 5.05230885153046 5.33161740733695
"607" "IL24" 4.8042086246255 4.8042086246255
"608" "IL20" 4.8042086246255 4.8042086246255
"609" "IL19" 4.8042086246255 4.8042086246255
"610" "IL10" 4.8042086246255 4.8042086246255
"611" "MAPKAPK2" 8.92179045737778 8.65937019536843
"612" "DYRK3" 5.4082548872665 5.76431126353416
"613" "EIF2D" 7.60861687159508 7.72987289843861
"614" "RASSF5" 6.73513645494326 7.16300927858565
"615" "IKBKE" 7.3250360942624 7.83544508370679
"616" "SRGAP2C" 7.74541631395162 8.49605958805024
"617" "FAM72C" 5.15464567659484 5.84236529308121
"618" "AVPR1B" 4.8042086246255 4.8042086246255
"619" "CTSE" 4.8042086246255 5.70795337303042
"620" "RAB7B" 5.50004280587026 6.38430120544605
"621" "SLC26A9" 4.8042086246255 4.8042086246255
"622" "PM20D1" 9.46822169491379 8.94993304683091
"623" "SLC41A1" 6.52565731753995 6.62279248935077
"624" "RAB29" 6.49674375586089 6.27657537279415
"625" "NUCKS1" 9.84383083944572 9.47213423332123
"626" "SLC45A3" 8.27674412608301 7.22477970491782
"627" "ELK4" 9.02893266552071 8.92766141762745
"628" "MFSD4A" 8.23335641073516 8.07114487454611
"629" "CDK18" 7.48443477733723 7.66575166094086
"630" "LEMD1" 4.8042086246255 4.8042086246255
"631" "KLHDC8A" 5.61727536533934 5.46915356393888
"632" "NUAK2" 7.0721425489838 6.78061275619029
"633" "TMCC2" 6.09811243869191 5.79112197536837
"634" "DSTYK" 7.45680065259028 7.3404252165592
"635" "RBBP5" 7.55768486649586 7.38807720339309
"636" "TMEM81" 5.749291713851 6.04304810839836
"637" "CNTN2" 5.15464567659484 5.46915356393888
"638" "NFASC" 5.54138109093382 4.8042086246255
"639" "LRRN2" 4.8042086246255 5.27645734958109
"640" "MDM4" 8.81400460838957 8.93661163880669
"641" "PIK3C2B" 7.0152513657479 6.75924758164228
"642" "PPP1R15B" 9.64302800231034 9.38668641292104
"643" "PLEKHA6" 8.77345506723578 9.29409950359443
"644" "GOLT1A" 5.83597722423755 5.73661589030419
"645" "KISS1" 4.8042086246255 4.8042086246255
"646" "REN" 5.15464567659484 4.8042086246255
"647" "ETNK2" 10.1593389718047 8.9934644348388
"648" "SOX13" 6.45201066228944 6.22702982602593
"649" "SNRPE" 7.20453721925168 7.08154997472596
"650" "ZC3H11A" 6.80541746998685 6.85268426035096
"651" "ZBED6" 6.0769719407648 6.04304810839836
"652" "LAX1" 5.29859812308619 5.70795337303042
"653" "ATP2B4" 7.26211034524512 7.26931384731955
"654" "OPTC" 4.8042086246255 5.1388808441977
"655" "PRELP" 8.02673038389529 8.6430331877615
"656" "FMOD" 5.29859812308619 6.04304810839836
"657" "BTG2" 7.35543707502623 7.22477970491782
"658" "CHIT1" 4.8042086246255 4.8042086246255
"659" "CHI3L1" 4.8042086246255 5.46915356393888
"660" "MYBPH" 4.8042086246255 4.8042086246255
"661" "ADORA1" 6.93534542755914 7.52786807905522
"662" "MYOG" 4.8042086246255 4.8042086246255
"663" "PPFIA4" 5.15464567659484 5.86691446604807
"664" "TMEM183A" 9.5724923754197 8.75871544371617
"665" "CYB5R1" 5.93979290451336 6.29260948654156
"666" "ADIPOR1" 9.08737440621303 8.834942898775
"667" "KLHL12" 7.18762456423408 7.04751295411891
"668" "RABIF" 6.53985659398804 7.13909027433894
"669" "KDM5B" 8.71468302060709 8.1115119607051
"670" "SYT2" 4.8042086246255 5.27645734958109
"671" "PPP1R12B" 6.88279226666934 7.27659539164245
"672" "UBE2T" 4.8042086246255 5.46915356393888
"673" "LGR6" 4.8042086246255 5.46915356393888
"674" "PTPN7" 5.29859812308619 5.84236529308121
"675" "ARL8A" 6.48201967839368 6.70419389324188
"676" "GPR37L1" 4.8042086246255 4.8042086246255
"677" "ELF3" 5.23288184387008 5.84236529308121
"678" "RNPEP" 7.49125730035125 7.77103724859461
"679" "TIMM17A" 7.55768486649586 7.40139164974066
"680" "LMOD1" 4.8042086246255 5.27645734958109
"681" "SHISA4" 4.8042086246255 5.46915356393888
"682" "IPO9" 8.01742896002593 8.26950102521203
"683" "NAV1" 6.6606905318198 7.74027844733656
"684" "CSRP1" 6.63484981640452 7.81594134525305
"685" "PHLDA3" 5.15464567659484 5.89081494298817
"686" "TNNI1" 4.8042086246255 4.8042086246255
"687" "LAD1" 6.11882819240081 6.39889265550973
"688" "TNNT2" 4.8042086246255 5.1388808441977
"689" "PKP1" 4.8042086246255 5.27645734958109
"690" "IGFN1" 4.8042086246255 5.1388808441977
"691" "TMEM9" 6.71081090934053 6.64660151069218
"692" "ASCL5" 4.8042086246255 4.8042086246255
"693" "CACNA1S" 4.8042086246255 4.8042086246255
"694" "KIF21B" 6.25349087762958 7.17872075284383
"695" "INAVA" 4.8042086246255 5.27645734958109
"696" "GPR25" 4.8042086246255 4.8042086246255
"697" "CAMSAP2" 7.9505403128884 7.86893636548582
"698" "DDX59" 6.11882819240081 6.1751242713118
"699" "KIF14" 5.15464567659484 5.27645734958109
"700" "ZNF281" 8.34129364761902 8.01688045707794
"701" "NR5A2" 9.19960808087265 8.84448952343317
"702" "MIR181A1" 4.8042086246255 4.8042086246255
"703" "MIR181B1" 4.8042086246255 4.8042086246255
"704" "PTPRC" 7.5182139156991 9.15355564182272
"705" "ATP6V1G3" 4.8042086246255 4.8042086246255
"706" "NEK7" 8.70032637351056 8.65122504080615
"707" "LHX9" 5.15464567659484 4.8042086246255
"708" "C1orf53" 5.88935269877474 5.67822735473274
"709" "DENND1B" 8.56100295253087 8.47156623818478
"710" "CRB1" 4.8042086246255 4.8042086246255
"711" "ZBTB41" 8.36339339759611 8.2187705153969
"712" "ASPM" 5.35628674827745 6.22702982602593
"713" "F13B" 10.1924147785714 9.60695170341802
"714" "CFHR2" 9.76628771109458 9.00414388054602
"715" "SNORA55" 5.54138109093382 5.67822735473274
"716" "KCNT2" 5.61727536533934 6.24379426739577
"717" "CDC73" 7.90073715575952 7.96044291846662
"718" "B3GALT2" 6.51128796589522 6.61071276400889
"719" "RO60" 6.79397135437005 7.45338958613534
"720" "UCHL5" 6.75900016033727 6.80162379386341
"721" "SCARNA18B" 4.8042086246255 4.8042086246255
"722" "RGS2" 6.19783222591761 7.23230501255024
"723" "RGS13" 4.8042086246255 4.8042086246255
"724" "RGS1" 5.54138109093382 6.69288681889868
"725" "RGS21" 4.8042086246255 4.8042086246255
"726" "RGS18" 4.8042086246255 4.8042086246255
"727" "BRINP3" 4.8042086246255 4.8042086246255
"728" "RNU6-122P" 4.8042086246255 4.8042086246255
"729" "PLA2G4A" 5.35628674827745 6.44159788034067
"730" "PTGS2" 4.8042086246255 4.8042086246255
"731" "PDC" 4.8042086246255 4.8042086246255
"732" "ODR4" 8.01742896002593 8.1115119607051
"733" "TPR" 9.61278421931819 10.1817256467661
"734" "PRG4" 7.78451684196985 7.55182489469345
"735" "HMCN1" 6.92500392682031 7.56364910148001
"736" "IVNS1ABP" 9.37575568879426 10.2206136079894
"737" "SWT1" 7.65774176484087 7.55182489469345
"738" "TRMT1L" 7.26211034524512 7.27659539164245
"739" "RNF2" 7.71100634595334 7.50348739900056
"740" "NIBAN1" 6.56776300832837 7.64370335595307
"741" "EDEM3" 9.01046088917183 8.55551303224592
"742" "C1orf21" 5.91491360378652 6.19270534247235
"743" "TSEN15" 6.2890893847959 6.12056386043788
"744" "COLGALT2" 5.50004280587026 5.4268835057254
"745" "RGL1" 7.9456386681012 7.60995954745272
"746" "APOBEC4" 4.8042086246255 4.8042086246255
"747" "ARPC5" 8.50255570685356 8.8277409289726
"748" "NCF2" 6.0553842866584 7.21721206934954
"749" "SMG7" 8.53207868210664 8.23709755613542
"750" "NMNAT2" 4.8042086246255 5.33161740733695
"751" "LAMC2" 5.15464567659484 6.13906640048733
"752" "LAMC1" 7.58973650867965 8.28013980886191
"753" "SHCBP1L" 4.8042086246255 4.8042086246255
"754" "DHX9" 8.80061533002041 8.93214351446271
"755" "NPL" 5.61727536533934 5.79112197536837
"756" "RGS8" 5.15464567659484 5.1388808441977
"757" "RGS16" 7.91084003587315 8.95874570372995
"758" "RNASEL" 6.25349087762958 6.52262232882177
"759" "RGSL1" 4.8042086246255 4.8042086246255
"760" "TEDDM1" 5.29859812308619 5.1388808441977
"761" "GLUL" 11.9771049113731 12.6591628796057
"762" "ZNF648" 4.8042086246255 4.8042086246255
"763" "CACNA1E" 5.05230885153046 5.76431126353416
"764" "IER5" 6.0769719407648 6.74842797633885
"765" "MR1" 6.43671443117409 7.00369300439135
"766" "STX6" 6.89347507020915 7.25463193194411
"767" "KIAA1614" 5.15464567659484 5.61510760613109
"768" "XPR1" 8.53532160267476 8.57287640819912
"769" "ACBD6" 7.1790875606379 6.7699752664855
"770" "LHX4" 4.8042086246255 4.8042086246255
"771" "QSOX1" 10.68741807016 9.86728762282302
"772" "CEP350" 9.24768178428985 9.46443228136312
"773" "RNU2-72P" 4.8042086246255 4.8042086246255
"774" "TOR1AIP1" 8.45880213913968 8.34235122695893
"775" "TOR1AIP2" 10.1801001471857 9.85438827069208
"776" "FAM163A" 5.15464567659484 5.70795337303042
"777" "TDRD5" 4.8042086246255 4.8042086246255
"778" "NPHS2" 4.8042086246255 4.8042086246255
"779" "AXDND1" 4.8042086246255 4.8042086246255
"780" "RPL35" 7.5248713901101 7.38137095336298
"781" "SOAT1" 6.77076486413878 7.87836013255099
"782" "ABL2" 7.37038655882023 7.42112314213608
"783" "TOR3A" 6.51128796589522 6.82229349640528
"784" "FAM20B" 7.49804613232572 7.59852646979461
"785" "RALGPS2" 7.71100634595334 8.32534175920972
"786" "ANGPTL1" 5.749291713851 5.6473240770109
"787" "TEX35" 4.8042086246255 5.27645734958109
"788" "RASAL2" 7.96997784620134 7.72987289843861
"789" "SEC16B" 9.34110408777214 9.08683246299382
"790" "BRINP2" 4.8042086246255 4.8042086246255
"791" "ASTN1" 4.8042086246255 5.46915356393888
"792" "MIR488" 4.8042086246255 4.8042086246255
"793" "PAPPA2" 4.8042086246255 4.8042086246255
"794" "COP1" 9.01741571189904 8.86339395248288
"795" "TNR" 5.15464567659484 4.8042086246255
"796" "KIAA0040" 6.81676160269373 6.9583587845129
"797" "TNN" 4.8042086246255 4.8042086246255
"798" "MRPS14" 7.2781181912719 7.08992420258825
"799" "CACYBP" 7.55768486649586 7.58699815416316
"800" "RABGAP1L" 8.93164516852993 9.09684135506551
"801" "RC3H1" 8.93164516852993 9.1573856059153
"802" "SERPINC1" 13.521252735418 12.4681928369191
"803" "ZBTB37" 7.56415495270273 7.75060691302518
"804" "SNORD74B" 4.8042086246255 4.8042086246255
"805" "SNORD79" 4.8042086246255 4.8042086246255
"806" "SNORD81" 4.8042086246255 4.8042086246255
"807" "DARS2" 7.20453721925168 7.04751295411891
"808" "CENPL" 6.11882819240081 6.3393806604567
"809" "KLHL20" 7.0152513657479 7.02139651098641
"810" "ANKRD45" 4.8042086246255 4.8042086246255
"811" "TEX50" 4.8042086246255 4.8042086246255
"812" "PRDX6" 11.0808300993323 10.9814480682713
"813" "TNFSF4" 4.8042086246255 4.8042086246255
"814" "TNFSF18" 4.8042086246255 4.8042086246255
"815" "FASLG" 4.8042086246255 5.38132291929405
"816" "SUCO" 7.687584722413 8.04218518952902
"817" "C1orf105" 4.8042086246255 4.8042086246255
"818" "PIGC" 6.69846858017227 6.7699752664855
"819" "DNM3" 5.65244195583704 5.70795337303042
"820" "MIR199A2" 4.8042086246255 4.8042086246255
"821" "MIR214" 4.8042086246255 4.8042086246255
"822" "METTL13" 6.27143297946125 6.63475454691091
"823" "VAMP4" 6.8502017458972 7.22477970491782
"824" "MYOC" 4.8042086246255 5.1388808441977
"825" "PRRC2C" 9.45804738955952 9.6346601252528
"826" "FMO4" 6.63484981640452 6.84263393225485
"827" "FMO1" 9.93584382070917 10.2831821014947
"828" "FMO2" 6.52565731753995 8.15847845616698
"829" "FMO3" 4.8042086246255 5.38132291929405
"830" "MROH9" 4.8042086246255 4.8042086246255
"831" "PRRX1" 4.8042086246255 5.98072098369715
"832" "GORAB" 6.13913978970051 6.24379426739577
"833" "NTMT2" 4.8042086246255 4.8042086246255
"834" "KIFAP3" 6.15906619709365 7.24723063886324
"835" "SCYL3" 7.48443477733723 7.45975269638686
"836" "C1orf112" 5.29859812308619 5.1388808441977
"837" "METTL18" 5.50004280587026 5.46915356393888
"838" "SELE" 5.15464567659484 5.27645734958109
"839" "SELL" 6.03332500341745 6.12056386043788
"840" "SELP" 5.68605671051016 5.79112197536837
"841" "F5" 12.4455310426934 12.1899896396033
"842" "SLC19A2" 10.0995640212809 9.23915946964494
"843" "CCDC181" 6.15906619709365 6.15724876345791
"844" "BLZF1" 6.56776300832837 6.66996000298186
"845" "NME7" 6.46711048325492 6.15724876345791
"846" "ATP1B1" 7.86479306489874 7.81102263644447
"847" "DPT" 5.96403553011963 8.15847845616698
"848" "XCL2" 5.29859812308619 5.27645734958109
"849" "TBX19" 4.8042086246255 4.8042086246255
"850" "SFT2D2" 8.80598607870189 8.86573955788079
"851" "TIPRL" 7.18762456423408 7.22477970491782
"852" "GPR161" 5.4082548872665 5.54603806016391
"853" "DCAF6" 8.12086361667358 8.16998046654428
"854" "MPC2" 9.32812415514081 8.96750451905116
"855" "ADCY10" 4.8042086246255 5.1388808441977
"856" "MPZL1" 5.96403553011963 6.06298629817486
"857" "RCSD1" 6.49674375586089 6.94910003016571
"858" "CREG1" 10.2834855220981 10.890239581495
"859" "CD247" 4.8042086246255 5.61510760613109
"860" "POU2F1" 7.37038655882023 7.37463156556934
"861" "STYXL2" 4.8042086246255 4.8042086246255
"862" "GPA33" 4.8042086246255 4.8042086246255
"863" "MAEL" 4.8042086246255 4.8042086246255
"864" "ILDR2" 7.02490542841386 9.01263054695955
"865" "TADA1" 6.6606905318198 6.22702982602593
"866" "POGK" 6.98585581873407 7.3264981181754
"867" "FAM78B" 5.15464567659484 5.46915356393888
"868" "UCK2" 6.8502017458972 6.27657537279415
"869" "TMCO1" 8.69743766409243 8.5379357582201
"870" "ALDH9A1" 9.98151140213878 9.55569095049073
"871" "MGST3" 6.27143297946125 7.63254643204547
"872" "LRRC52" 4.8042086246255 4.8042086246255
"873" "RXRG" 6.15906619709365 6.10172682209542
"874" "LMX1A" 4.8042086246255 4.8042086246255
"875" "PBX1" 7.36293232922811 8.050520205291
"876" "NUF2" 5.15464567659484 5.1388808441977
"877" "RGS5" 8.46901900647882 8.62095577637528
"878" "RGS4" 5.15464567659484 5.27645734958109
"879" "CCDC190" 4.8042086246255 4.8042086246255
"880" "HSD17B7" 8.71753713356785 7.58699815416316
"881" "DDR2" 6.8502017458972 7.3404252165592
"882" "UAP1" 8.05427212816957 7.63254643204547
"883" "UHMK1" 9.44780059206745 9.24276809615502
"884" "SH2D1B" 4.8042086246255 5.1388808441977
"885" "NOS1AP" 5.71829242314136 6.24379426739577
"886" "SPATA46" 4.8042086246255 5.38132291929405
"887" "OLFML2B" 5.15464567659484 5.38132291929405
"888" "ATF6" 9.67264928147418 9.38994338053273
"889" "DUSP12" 6.34044825375693 6.57374037583509
"890" "FCRLB" 4.8042086246255 5.1388808441977
"891" "FCRLA" 5.15464567659484 5.33161740733695
"892" "FCGR2A" 8.22128936988735 8.17759688477727
"893" "FCGR3B" 6.03332500341745 6.79116172412239
"894" "CFAP126" 5.4558750555965 5.4268835057254
"895" "SDHC" 9.49997355806784 9.1381327920136
"896" "MPZ" 5.15464567659484 5.1388808441977
"897" "PCP4L1" 5.77917395300072 6.0227057014901
"898" "NR1I3" 7.12668834834614 7.92455240873688
"899" "TOMM40L" 6.35706265707959 6.69288681889868
"900" "APOA2" 14.4982348861815 13.7154206289302
"901" "FCER1G" 6.40550809871165 7.1471109815755
"902" "NDUFS2" 9.7704026452751 9.43793274937325
"903" "ADAMTS4" 5.35628674827745 5.27645734958109
"904" "B4GALT3" 6.09811243869191 6.3393806604567
"905" "PPOX" 7.41427619356227 7.04751295411891
"906" "USP21" 6.64783776772302 6.74842797633885
"907" "UFC1" 8.44506465956016 8.1546235885214
"908" "DEDD" 6.23525166178056 6.00193775509656
"909" "NIT1" 8.70320925820594 8.47156623818478
"910" "PFDN2" 6.53985659398804 6.12056386043788
"911" "KLHDC9" 4.8042086246255 5.1388808441977
"912" "NECTIN4" 5.15464567659484 5.79112197536837
"913" "ARHGAP30" 6.09811243869191 7.17088807451675
"914" "USF1" 6.80541746998685 6.98574736243951
"915" "TSTD1" 6.27143297946125 6.26030645439137
"916" "F11R" 8.38874973403916 8.37577153105134
"917" "ITLN1" 4.8042086246255 4.8042086246255
"918" "CD244" 5.29859812308619 5.54603806016391
"919" "LY9" 5.68605671051016 6.48280191020046
"920" "SLAMF7" 5.4082548872665 6.41330247027345
"921" "CD48" 5.61727536533934 6.52262232882177
"922" "SLAMF1" 4.8042086246255 5.38132291929405
"923" "CD84" 6.80541746998685 7.92455240873688
"924" "SLAMF6" 5.29859812308619 5.70795337303042
"925" "VANGL2" 5.4082548872665 5.38132291929405
